timestamp,ir,red,ir_ac,ir_dc,red_ac,red_dc,r_value,true_hr,true_spo2
2025-12-04T20:36:07.156979,111310.0,96634.0,128.626694,108195.03125,50.97934,93903.46875,0.456656,75.0,99.0
2025-12-04T20:36:07.197470,111310.0,96634.0,150.027084,108226.179688,69.193207,93930.773438,0.531396,75.0,99.0
2025-12-04T20:36:07.236217,111310.0,96634.0,156.415268,108257.015625,78.026215,93957.804688,0.574757,75.0,99.0
2025-12-04T20:36:07.276184,111217.0,96846.0,145.567719,108286.617188,94.027901,93986.6875,0.744218,75.0,99.0
2025-12-04T20:36:07.315875,111217.0,96846.0,123.189789,108315.921875,114.15876,94015.28125,1.067649,75.0,99.0
2025-12-04T20:36:07.355785,111217.0,96846.0,100.249359,108344.9375,121.733467,94043.585938,1.398968,75.0,99.0
2025-12-04T20:36:07.395588,111217.0,96846.0,78.2435,108373.65625,120.009346,94071.609375,1.766981,75.0,99.0
2025-12-04T20:36:07.434665,111842.0,97269.0,100.33419,108408.34375,140.358841,94103.585938,1.611563,75.0,99.0
2025-12-04T20:36:07.475175,111842.0,97269.0,152.253632,108442.679688,175.100052,94135.242188,1.32485,75.0,99.0
2025-12-04T20:36:07.513738,111842.0,97269.0,180.044159,108476.671875,189.44429,94166.578125,1.21211,75.0,99.0
2025-12-04T20:36:07.553902,111842.0,97269.0,189.197968,108510.328125,188.565384,94197.601562,1.148092,75.0,99.0
2025-12-04T20:36:07.594868,112005.0,97320.0,195.666809,108545.273438,180.437241,94228.828125,1.062273,75.0,99.0
2025-12-04T20:36:07.633576,112005.0,97320.0,199.86554,108579.875,167.666733,94259.742188,0.966345,75.0,99.0
2025-12-04T20:36:07.673470,112005.0,97320.0,191.22345,108614.125,148.922104,94290.34375,0.897092,75.0,99.0
2025-12-04T20:36:07.715235,112005.0,97320.0,174.023743,108648.03125,127.051506,94320.640625,0.840981,75.0,99.0
2025-12-04T20:36:07.753344,111799.0,97168.0,137.889175,108679.539062,93.992149,94349.117188,0.785184,75.0,99.0
2025-12-04T20:36:07.794285,111799.0,97168.0,90.493675,108710.734375,54.957973,94377.304688,0.699548,75.0,99.0
2025-12-04T20:36:07.833523,111799.0,97168.0,51.800804,108741.617188,24.227503,94405.210938,0.538731,75.0,99.0
2025-12-04T20:36:12.018795,111799.0,97168.0,21.494652,108772.195312,1.140101,94432.835938,0.061095,85.0,100.0
2025-12-04T20:36:12.020978,111050.0,96847.0,51.658741,108794.976562,36.867531,94456.976562,0.822006,85.0,100.0
2025-12-04T20:36:12.022784,111050.0,96847.0,150.794479,108817.53125,83.195168,94480.875,0.63543,85.0,100.0
2025-12-04T20:36:12.024877,111050.0,96847.0,211.981491,108839.859375,111.04966,94504.539062,0.60333,85.0,100.0
2025-12-04T20:36:12.026934,111050.0,96847.0,242.842331,108861.960938,124.253761,94527.960938,0.589252,85.0,100.0
2025-12-04T20:36:12.028807,111550.0,97143.0,216.788528,108888.84375,106.388565,94554.109375,0.565147,85.0,100.0
2025-12-04T20:36:12.030830,111550.0,97143.0,152.092728,108915.453125,67.640518,94580.0,0.51214,85.0,100.0
2025-12-04T20:36:12.033180,111550.0,97143.0,97.618118,108941.796875,36.37587,94605.632812,0.429102,85.0,100.0
2025-12-04T20:36:12.035287,111550.0,97143.0,53.517532,108967.882812,12.205949,94631.007812,0.262628,85.0,100.0
2025-12-04T20:36:12.037949,111727.0,97251.0,7.356757,108995.476562,12.840451,94657.210938,2.009781,85.0,100.0
2025-12-04T20:36:12.039936,111727.0,97251.0,37.577324,109022.789062,37.0509,94683.148438,1.135318,85.0,100.0
2025-12-04T20:36:12.041891,111727.0,97251.0,67.097832,109049.835938,51.981075,94708.828125,0.892013,85.0,100.0
2025-12-04T20:36:12.043836,111727.0,97251.0,84.029472,109076.609375,59.4967,94734.25,0.815241,85.0,100.0
2025-12-04T20:36:12.045631,112208.0,97440.0,123.542351,109107.921875,74.093895,94761.304688,0.690545,85.0,100.0
2025-12-04T20:36:12.047680,112208.0,97440.0,176.692749,109138.921875,92.839989,94788.09375,0.604982,85.0,100.0
2025-12-04T20:36:12.049564,112208.0,97440.0,203.932495,109169.617188,100.675438,94814.617188,0.568412,85.0,100.0
2025-12-04T20:36:12.052391,112208.0,97440.0,211.310425,109200.0,100.358543,94840.875,0.54684,85.0,100.0
2025-12-04T20:36:12.054452,111636.0,97313.0,165.662521,109224.359375,85.741913,94865.59375,0.595909,85.0,100.0
2025-12-04T20:36:12.056288,111636.0,97313.0,85.254326,109248.476562,61.884495,94890.070312,0.835719,85.0,100.0
2025-12-04T20:36:12.058383,111636.0,97313.0,23.574638,109272.351562,41.45969,94914.296875,2.024695,85.0,100.0
2025-12-04T20:36:12.060434,111636.0,97313.0,21.310127,109295.992188,24.642796,94938.28125,1.331272,85.0,100.0
2025-12-04T20:36:12.062317,111981.0,97339.0,28.467747,109322.84375,13.10171,94962.289062,0.529828,85.0,100.0
2025-12-04T20:36:12.064105,111981.0,97339.0,8.592748,109349.429688,5.952784,94986.054688,0.797526,85.0,100.0
2025-12-04T20:36:12.066292,111981.0,97339.0,5.928249,109375.75,0.563624,95009.585938,0.10945,85.0,100.0
2025-12-04T20:36:12.068863,111981.0,97339.0,15.829127,109401.804688,3.270849,95032.882812,0.237878,85.0,100.0
2025-12-04T20:36:12.070656,111805.0,97192.0,10.022919,109425.835938,15.70191,95054.476562,1.803456,85.0,100.0
2025-12-04T20:36:12.072450,111805.0,97192.0,6.527863,109449.625,33.476322,95075.851562,5.903516,85.0,100.0
2025-12-04T20:36:12.074275,111805.0,97192.0,17.825714,109473.179688,44.072514,95097.015625,2.846176,85.0,100.0
2025-12-04T20:36:12.076299,111805.0,97192.0,24.761749,109496.5,48.989506,95117.96875,2.277505,85.0,100.0
2025-12-04T20:36:12.077883,111990.0,97228.0,15.73858,109521.4375,47.185143,95139.070312,3.451278,85.0,100.0
2025-12-04T20:36:12.079838,111990.0,97228.0,4.020209,109546.125,40.744225,95159.960938,11.667027,85.0,100.0
2025-12-04T20:36:12.081768,111990.0,97228.0,17.727242,109570.5625,33.834557,95180.640625,2.197175,85.0,100.0
2025-12-04T20:36:12.083870,111990.0,97228.0,26.368843,109594.757812,26.995199,95201.117188,1.178537,85.0,100.0
2025-12-04T20:36:12.085817,111293.0,97011.0,16.081562,109611.742188,35.240414,95219.21875,2.522582,85.0,100.0
2025-12-04T20:36:12.087672,111293.0,97011.0,92.113304,109628.554688,53.649593,95237.140625,0.670442,85.0,100.0
2025-12-04T20:36:12.089449,111293.0,97011.0,140.407242,109645.203125,63.523129,95254.882812,0.520769,85.0,100.0
2025-12-04T20:36:12.091163,111293.0,97011.0,166.327652,109661.679688,66.800964,95272.445312,0.462281,85.0,100.0
2025-12-04T20:36:12.093145,111201.0,96987.0,181.16391,109677.070312,66.853973,95289.59375,0.424743,85.0,100.0
2025-12-04T20:36:12.095073,111201.0,96987.0,187.318695,109692.3125,64.628876,95306.570312,0.397099,85.0,100.0
2025-12-04T20:36:12.097158,111201.0,96987.0,180.785004,109707.398438,59.306606,95323.375,0.377552,85.0,100.0
2025-12-04T20:36:12.098940,111201.0,96987.0,165.678558,109722.335938,52.107876,95340.015625,0.361957,85.0,100.0
2025-12-04T20:36:12.100646,111313.0,97024.0,137.846222,109738.242188,41.508026,95356.859375,0.346532,85.0,100.0
2025-12-04T20:36:12.102497,111313.0,97024.0,102.651405,109753.992188,29.123751,95373.53125,0.326494,85.0,100.0
2025-12-04T20:36:12.104192,111313.0,97024.0,71.860878,109769.585938,18.695528,95390.039062,0.299381,85.0,100.0
2025-12-04T20:36:12.105958,111313.0,97024.0,45.965366,109785.023438,10.253145,95406.382812,0.25668,85.0,100.0
2025-12-04T20:36:12.107658,111812.0,97253.0,8.633288,109805.296875,11.745381,95424.851562,1.565499,85.0,100.0
2025-12-04T20:36:12.109456,111812.0,97253.0,80.312973,109825.367188,42.031025,95443.132812,0.602202,85.0,100.0
2025-12-04T20:36:12.111184,111812.0,97253.0,126.221664,109845.234375,60.957783,95461.234375,0.555712,85.0,100.0
2025-12-04T20:36:12.113479,111812.0,97253.0,151.2827,109864.90625,70.771263,95479.15625,0.538292,85.0,100.0
2025-12-04T20:36:12.115329,111960.0,97338.0,170.164032,109885.859375,79.319412,95497.742188,0.536365,85.0,100.0
2025-12-04T20:36:12.117311,111960.0,97338.0,183.588837,109906.601562,86.478592,95516.148438,0.542013,85.0,100.0
2025-12-04T20:36:12.119046,111960.0,97338.0,182.400848,109927.132812,86.508865,95534.367188,0.545732,85.0,100.0
2025-12-04T20:36:12.120728,111960.0,97338.0,170.972626,109947.460938,81.507889,95552.40625,0.54855,85.0,100.0
2025-12-04T20:36:12.122351,111366.0,97140.0,112.914452,109961.648438,59.891003,95568.28125,0.610295,85.0,100.0
2025-12-04T20:36:12.124185,111366.0,97140.0,25.329,109975.695312,27.80653,95584.0,1.263107,85.0,100.0
2025-12-04T20:36:12.125952,111366.0,97140.0,37.935162,109989.601562,3.555553,95599.5625,0.107835,85.0,100.0
2025-12-04T20:36:12.128119,111366.0,97140.0,80.366798,110003.367188,13.760854,95614.96875,0.196992,85.0,100.0
2025-12-04T20:36:12.130140,111378.0,97094.0,104.827354,110017.117188,28.281765,95629.757812,0.310384,85.0,100.0
2025-12-04T20:36:12.132021,111378.0,97094.0,115.189171,110030.726562,39.98782,95644.398438,0.399365,85.0,100.0
2025-12-04T20:36:12.134333,111378.0,97094.0,115.811729,110044.203125,45.92532,95658.898438,0.456185,85.0,100.0
2025-12-04T20:36:12.136040,111378.0,97094.0,109.52755,110057.539062,47.447781,95673.25,0.498336,85.0,100.0
2025-12-04T20:36:12.137760,111917.0,97303.0,62.376682,110076.132812,31.668964,95689.546875,0.584037,85.0,100.0
2025-12-04T20:36:12.139493,111917.0,97303.0,10.868924,110094.539062,4.599629,95705.679688,0.486815,85.0,100.0
2025-12-04T20:36:12.141249,111917.0,97303.0,61.913845,110112.765625,14.765605,95721.65625,0.274341,85.0,100.0
