timestamp,AX,AY,AZ,GX,GY,GZ,label
2025-12-10T17:23:48.813932,0.01,-0.982,-0.062,1.559,-1.097,-1.762,idle
2025-12-10T17:23:48.844416,0.01,-0.982,-0.062,1.559,-1.097,-1.762,idle
2025-12-10T17:23:48.877884,0.01,-0.982,-0.062,1.559,-1.097,-1.762,idle
2025-12-10T17:23:48.909645,0.01,-0.982,-0.062,1.559,-1.097,-1.762,idle
2025-12-10T17:23:48.940714,0.01,-0.982,-0.062,1.559,-1.097,-1.762,idle
2025-12-10T17:23:48.972642,0.01,-0.982,-0.062,1.559,-1.097,-1.762,idle
2025-12-10T17:23:49.004705,0.01,-0.982,-0.062,1.559,-1.097,-1.762,idle
2025-12-10T17:23:49.035719,0.025,-0.986,-0.049,0.579,-0.957,0.408,idle
2025-12-10T17:23:49.067586,0.025,-0.986,-0.049,0.579,-0.957,0.408,idle
2025-12-10T17:23:49.099635,0.025,-0.986,-0.049,0.579,-0.957,0.408,idle
2025-12-10T17:23:49.130722,0.025,-0.986,-0.049,0.579,-0.957,0.408,idle
2025-12-10T17:23:49.162736,0.025,-0.986,-0.049,0.579,-0.957,0.408,idle
2025-12-10T17:23:49.194552,0.025,-0.986,-0.049,0.579,-0.957,0.408,idle
2025-12-10T17:23:49.226533,0.025,-0.986,-0.049,0.579,-0.957,0.408,idle
2025-12-10T17:23:49.258553,0.025,-0.986,-0.049,0.579,-0.957,0.408,idle
2025-12-10T17:23:49.290578,0.025,-0.986,-0.049,0.579,-0.957,0.408,idle
2025-12-10T17:23:49.322595,0.025,-0.986,-0.049,0.579,-0.957,0.408,idle
2025-12-10T17:23:49.353508,0.025,-0.986,-0.049,0.579,-0.957,0.408,idle
2025-12-10T17:23:49.385435,0.025,-0.986,-0.049,0.579,-0.957,0.408,idle
2025-12-10T17:23:49.416554,0.025,-0.986,-0.049,0.579,-0.957,0.408,idle
2025-12-10T17:23:49.448636,0.025,-0.986,-0.049,0.579,-0.957,0.408,idle
2025-12-10T17:23:49.480600,0.025,-0.986,-0.049,0.579,-0.957,0.408,idle
2025-12-10T17:23:49.512558,0.025,-0.986,-0.049,0.579,-0.957,0.408,idle
2025-12-10T17:23:49.544731,0.025,-0.986,-0.049,0.579,-0.957,0.408,idle
2025-12-10T17:23:49.576448,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:49.607380,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:49.639774,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:49.671281,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:49.701239,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:49.731808,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:49.763892,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:49.794900,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:49.826270,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:49.857434,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:49.889383,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:49.919281,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:49.951387,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:49.983467,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.015373,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.045153,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.078455,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.110523,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.142434,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.173508,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.205452,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.235545,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.267445,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.299447,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.330553,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.362071,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.394076,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.425008,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.457053,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.489174,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.520973,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.552068,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.583940,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.615784,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.643016,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.691055,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.758772,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.788859,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.820667,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.850777,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.882888,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.913674,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.945811,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:50.977599,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:51.003114,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:51.025634,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:51.056646,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:51.088623,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:51.119590,0.014,-0.98,-0.073,0.021,-0.976,-0.066,idle
2025-12-10T17:23:51.151552,0.009,-0.979,-0.058,0.859,4.223,4.188,idle
2025-12-10T17:23:51.183600,0.009,-0.979,-0.058,0.859,4.223,4.188,idle
2025-12-10T17:23:51.215529,0.009,-0.979,-0.058,0.859,4.223,4.188,idle
2025-12-10T17:23:51.247581,0.009,-0.979,-0.058,0.859,4.223,4.188,idle
2025-12-10T17:23:51.279616,0.009,-0.979,-0.058,0.859,4.223,4.188,idle
2025-12-10T17:23:51.310538,0.009,-0.979,-0.058,0.859,4.223,4.188,idle
2025-12-10T17:23:51.342648,0.009,-0.979,-0.058,0.859,4.223,4.188,idle
2025-12-10T17:23:51.374777,0.009,-0.979,-0.058,0.859,4.223,4.188,idle
2025-12-10T17:23:51.406648,0.009,-0.979,-0.058,0.859,4.223,4.188,idle
2025-12-10T17:23:51.438594,0.009,-0.979,-0.058,0.859,4.223,4.188,idle
2025-12-10T17:23:51.470619,0.009,-0.979,-0.058,0.859,4.223,4.188,idle
2025-12-10T17:23:51.502478,0.009,-0.978,-0.066,0.089,-2.147,-2.672,idle
2025-12-10T17:23:51.534563,0.009,-0.978,-0.066,0.089,-2.147,-2.672,idle
2025-12-10T17:23:51.567122,0.009,-0.978,-0.066,0.089,-2.147,-2.672,idle
2025-12-10T17:23:51.598464,0.009,-0.978,-0.066,0.089,-2.147,-2.672,idle
2025-12-10T17:23:51.630593,0.009,-0.978,-0.066,0.089,-2.147,-2.672,idle
2025-12-10T17:23:51.662674,0.009,-0.978,-0.066,0.089,-2.147,-2.672,idle
2025-12-10T17:23:51.694673,0.009,-0.978,-0.066,0.089,-2.147,-2.672,idle
2025-12-10T17:23:51.723454,0.009,-0.978,-0.066,0.089,-2.147,-2.672,idle
2025-12-10T17:23:51.757549,0.009,-0.978,-0.066,0.089,-2.147,-2.672,idle
2025-12-10T17:23:51.788720,0.009,-0.978,-0.066,0.089,-2.147,-2.672,idle
2025-12-10T17:23:51.819440,0.009,-0.978,-0.066,0.089,-2.147,-2.672,idle
2025-12-10T17:23:51.843363,0.013,-0.984,-0.061,-1.381,-0.327,-1.34,idle
2025-12-10T17:23:51.865445,0.013,-0.984,-0.061,-1.381,-0.327,-1.34,idle
2025-12-10T17:23:51.897573,0.013,-0.984,-0.061,-1.381,-0.327,-1.34,idle
2025-12-10T17:23:51.929534,0.013,-0.984,-0.061,-1.381,-0.327,-1.34,idle
2025-12-10T17:23:51.961642,0.013,-0.984,-0.061,-1.381,-0.327,-1.34,idle
2025-12-10T17:23:51.992761,0.013,-0.984,-0.061,-1.381,-0.327,-1.34,idle
2025-12-10T17:23:52.023803,0.013,-0.984,-0.061,-1.381,-0.327,-1.34,idle
2025-12-10T17:23:52.054452,0.013,-0.984,-0.061,-1.381,-0.327,-1.34,idle
2025-12-10T17:23:52.084767,0.013,-0.984,-0.061,-1.381,-0.327,-1.34,idle
2025-12-10T17:23:52.116633,0.013,-0.984,-0.061,-1.381,-0.327,-1.34,idle
2025-12-10T17:23:52.143229,0.013,-0.984,-0.061,-1.381,-0.327,-1.34,idle
2025-12-10T17:23:52.178827,0.013,-0.984,-0.061,-1.381,-0.327,-1.34,idle
2025-12-10T17:23:52.209717,0.013,-0.984,-0.061,-1.381,-0.327,-1.34,idle
2025-12-10T17:23:52.240834,0.013,-0.984,-0.061,-1.381,-0.327,-1.34,idle
2025-12-10T17:23:52.265737,0.016,-0.978,-0.066,0.439,-0.467,-0.852,idle
2025-12-10T17:23:52.288797,0.016,-0.978,-0.066,0.439,-0.467,-0.852,idle
2025-12-10T17:23:52.320829,0.016,-0.978,-0.066,0.439,-0.467,-0.852,idle
2025-12-10T17:23:52.351759,0.016,-0.978,-0.066,0.439,-0.467,-0.852,idle
2025-12-10T17:23:52.383749,0.016,-0.978,-0.066,0.439,-0.467,-0.852,idle
2025-12-10T17:23:52.415788,0.016,-0.978,-0.066,0.439,-0.467,-0.852,idle
2025-12-10T17:23:52.447811,0.016,-0.978,-0.066,0.439,-0.467,-0.852,idle
2025-12-10T17:23:52.479901,0.016,-0.978,-0.066,0.439,-0.467,-0.852,idle
2025-12-10T17:23:52.504327,0.016,-0.978,-0.066,0.439,-0.467,-0.852,idle
2025-12-10T17:23:52.527810,0.016,-0.978,-0.066,0.439,-0.467,-0.852,idle
2025-12-10T17:23:52.559801,0.016,-0.978,-0.066,0.439,-0.467,-0.852,idle
2025-12-10T17:23:52.591232,0.016,-0.978,-0.066,0.439,-0.467,-0.852,idle
2025-12-10T17:23:52.622263,0.016,-0.978,-0.066,0.439,-0.467,-0.852,idle
2025-12-10T17:23:52.654373,0.009,-0.984,-0.056,0.509,-0.117,0.828,idle
2025-12-10T17:23:52.686259,0.009,-0.984,-0.056,0.509,-0.117,0.828,idle
2025-12-10T17:23:52.718201,0.009,-0.984,-0.056,0.509,-0.117,0.828,idle
2025-12-10T17:23:52.750207,0.009,-0.984,-0.056,0.509,-0.117,0.828,idle
2025-12-10T17:23:52.782340,0.009,-0.984,-0.056,0.509,-0.117,0.828,idle
2025-12-10T17:23:52.814236,0.009,-0.984,-0.056,0.509,-0.117,0.828,idle
2025-12-10T17:23:52.846217,0.009,-0.984,-0.056,0.509,-0.117,0.828,idle
2025-12-10T17:23:52.878213,0.009,-0.984,-0.056,0.509,-0.117,0.828,idle
2025-12-10T17:23:52.909658,0.009,-0.984,-0.056,0.509,-0.117,0.828,idle
2025-12-10T17:23:52.942213,0.009,-0.984,-0.056,0.509,-0.117,0.828,idle
2025-12-10T17:23:52.971601,0.009,-0.984,-0.056,0.509,-0.117,0.828,idle
2025-12-10T17:23:53.002394,0.008,-0.981,-0.066,0.369,0.863,1.458,idle
2025-12-10T17:23:53.034446,0.008,-0.981,-0.066,0.369,0.863,1.458,idle
2025-12-10T17:23:53.066426,0.008,-0.981,-0.066,0.369,0.863,1.458,idle
2025-12-10T17:23:53.098430,0.008,-0.981,-0.066,0.369,0.863,1.458,idle
2025-12-10T17:23:53.129496,0.008,-0.981,-0.066,0.369,0.863,1.458,idle
2025-12-10T17:23:53.161566,0.008,-0.981,-0.066,0.369,0.863,1.458,idle
2025-12-10T17:23:53.193537,0.008,-0.981,-0.066,0.369,0.863,1.458,idle
2025-12-10T17:23:53.223071,0.008,-0.981,-0.066,0.369,0.863,1.458,idle
2025-12-10T17:23:53.255458,0.008,-0.981,-0.066,0.369,0.863,1.458,idle
2025-12-10T17:23:53.287449,0.008,-0.981,-0.066,0.369,0.863,1.458,idle
2025-12-10T17:23:53.318439,0.008,-0.981,-0.066,0.369,0.863,1.458,idle
2025-12-10T17:23:53.342953,-0.0,-0.982,-0.066,0.719,0.233,-0.152,idle
2025-12-10T17:23:53.366542,-0.0,-0.982,-0.066,0.719,0.233,-0.152,idle
2025-12-10T17:23:53.397453,-0.0,-0.982,-0.066,0.719,0.233,-0.152,idle
2025-12-10T17:23:53.429508,-0.0,-0.982,-0.066,0.719,0.233,-0.152,idle
2025-12-10T17:23:53.460567,-0.0,-0.982,-0.066,0.719,0.233,-0.152,idle
2025-12-10T17:23:53.492524,-0.0,-0.982,-0.066,0.719,0.233,-0.152,idle
2025-12-10T17:23:53.524606,-0.0,-0.982,-0.066,0.719,0.233,-0.152,idle
2025-12-10T17:23:53.556656,-0.0,-0.982,-0.066,0.719,0.233,-0.152,idle
2025-12-10T17:23:53.583238,-0.0,-0.982,-0.066,0.719,0.233,-0.152,idle
2025-12-10T17:23:53.618772,-0.0,-0.982,-0.066,0.719,0.233,-0.152,idle
2025-12-10T17:23:53.649601,-0.0,-0.982,-0.066,0.719,0.233,-0.152,idle
2025-12-10T17:23:53.681543,-0.0,-0.982,-0.066,0.719,0.233,-0.152,idle
2025-12-10T17:23:53.702903,0.014,-0.979,-0.067,-0.891,1.493,-1.482,idle
2025-12-10T17:23:53.729633,0.014,-0.979,-0.067,-0.891,1.493,-1.482,idle
2025-12-10T17:23:53.761639,0.014,-0.979,-0.067,-0.891,1.493,-1.482,idle
2025-12-10T17:23:53.792680,0.014,-0.979,-0.067,-0.891,1.493,-1.482,idle
2025-12-10T17:23:53.824710,0.014,-0.979,-0.067,-0.891,1.493,-1.482,idle
2025-12-10T17:23:53.856722,0.014,-0.979,-0.067,-0.891,1.493,-1.482,idle
2025-12-10T17:23:53.887784,0.014,-0.979,-0.067,-0.891,1.493,-1.482,idle
2025-12-10T17:23:53.919453,0.014,-0.979,-0.067,-0.891,1.493,-1.482,idle
2025-12-10T17:23:53.943173,0.014,-0.979,-0.067,-0.891,1.493,-1.482,idle
2025-12-10T17:23:53.965889,0.014,-0.979,-0.067,-0.891,1.493,-1.482,idle
2025-12-10T17:23:53.997868,0.014,-0.979,-0.067,-0.891,1.493,-1.482,idle
2025-12-10T17:23:54.029664,0.014,-0.979,-0.067,-0.891,1.493,-1.482,idle
2025-12-10T17:23:54.061620,0.014,-0.979,-0.067,-0.891,1.493,-1.482,idle
2025-12-10T17:23:54.093601,0.011,-0.978,-0.065,-0.051,-0.397,0.058,idle
2025-12-10T17:23:54.125744,0.011,-0.978,-0.065,-0.051,-0.397,0.058,idle
2025-12-10T17:23:54.157026,0.011,-0.978,-0.065,-0.051,-0.397,0.058,idle
2025-12-10T17:23:54.188210,0.011,-0.978,-0.065,-0.051,-0.397,0.058,idle
2025-12-10T17:23:54.219900,0.011,-0.978,-0.065,-0.051,-0.397,0.058,idle
2025-12-10T17:23:54.250325,0.011,-0.978,-0.065,-0.051,-0.397,0.058,idle
2025-12-10T17:23:54.281638,0.011,-0.978,-0.065,-0.051,-0.397,0.058,idle
2025-12-10T17:23:54.303007,0.011,-0.978,-0.065,-0.051,-0.397,0.058,idle
2025-12-10T17:23:54.327635,0.011,-0.978,-0.065,-0.051,-0.397,0.058,idle
2025-12-10T17:23:54.359684,0.011,-0.978,-0.065,-0.051,-0.397,0.058,idle
2025-12-10T17:23:54.390096,0.011,-0.978,-0.065,-0.051,-0.397,0.058,idle
2025-12-10T17:23:54.421108,0.011,-0.978,-0.065,-0.051,-0.397,0.058,idle
2025-12-10T17:23:54.451886,0.009,-0.982,-0.063,1.559,-0.047,0.128,idle
2025-12-10T17:23:54.482799,0.009,-0.982,-0.063,1.559,-0.047,0.128,idle
2025-12-10T17:23:54.513519,0.009,-0.982,-0.063,1.559,-0.047,0.128,idle
2025-12-10T17:23:54.544990,0.009,-0.982,-0.063,1.559,-0.047,0.128,idle
2025-12-10T17:23:54.576830,0.009,-0.982,-0.063,1.559,-0.047,0.128,idle
2025-12-10T17:23:54.608878,0.009,-0.982,-0.063,1.559,-0.047,0.128,idle
2025-12-10T17:23:54.640222,0.009,-0.982,-0.063,1.559,-0.047,0.128,idle
2025-12-10T17:23:54.663079,0.009,-0.982,-0.063,1.559,-0.047,0.128,idle
2025-12-10T17:23:54.697825,0.009,-0.982,-0.063,1.559,-0.047,0.128,idle
2025-12-10T17:23:54.738824,0.009,-0.982,-0.063,1.559,-0.047,0.128,idle
2025-12-10T17:23:54.765069,0.009,-0.982,-0.063,1.559,-0.047,0.128,idle
2025-12-10T17:23:54.796509,0.014,-0.987,-0.069,-1.941,0.303,-0.222,idle
2025-12-10T17:23:54.827974,0.014,-0.987,-0.069,-1.941,0.303,-0.222,idle
2025-12-10T17:23:54.859928,0.014,-0.987,-0.069,-1.941,0.303,-0.222,idle
2025-12-10T17:23:54.891491,0.014,-0.987,-0.069,-1.941,0.303,-0.222,idle
2025-12-10T17:23:54.923080,0.014,-0.987,-0.069,-1.941,0.303,-0.222,idle
2025-12-10T17:23:54.954191,0.014,-0.987,-0.069,-1.941,0.303,-0.222,idle
2025-12-10T17:23:54.985016,0.014,-0.987,-0.069,-1.941,0.303,-0.222,idle
2025-12-10T17:23:55.016549,0.014,-0.987,-0.069,-1.941,0.303,-0.222,idle
2025-12-10T17:23:55.047832,0.014,-0.987,-0.069,-1.941,0.303,-0.222,idle
2025-12-10T17:23:55.078974,0.014,-0.987,-0.069,-1.941,0.303,-0.222,idle
2025-12-10T17:23:55.110162,0.014,-0.987,-0.069,-1.941,0.303,-0.222,idle
2025-12-10T17:23:55.141420,0.014,-0.987,-0.069,-1.941,0.303,-0.222,idle
2025-12-10T17:23:55.172514,0.016,-0.984,-0.063,-0.261,-0.117,0.828,idle
2025-12-10T17:23:55.203408,0.016,-0.984,-0.063,-0.261,-0.117,0.828,idle
2025-12-10T17:23:55.234363,0.016,-0.984,-0.063,-0.261,-0.117,0.828,idle
2025-12-10T17:23:55.265713,0.016,-0.984,-0.063,-0.261,-0.117,0.828,idle
2025-12-10T17:23:55.296459,0.016,-0.984,-0.063,-0.261,-0.117,0.828,idle
2025-12-10T17:23:55.327270,0.016,-0.984,-0.063,-0.261,-0.117,0.828,idle
2025-12-10T17:23:55.358807,0.016,-0.984,-0.063,-0.261,-0.117,0.828,idle
2025-12-10T17:23:55.383199,0.016,-0.984,-0.063,-0.261,-0.117,0.828,idle
2025-12-10T17:23:55.406738,0.016,-0.984,-0.063,-0.261,-0.117,0.828,idle
2025-12-10T17:23:55.438305,0.016,-0.984,-0.063,-0.261,-0.117,0.828,idle
2025-12-10T17:23:55.470338,0.016,-0.984,-0.063,-0.261,-0.117,0.828,idle
2025-12-10T17:23:55.501734,0.016,-0.984,-0.063,-0.261,-0.117,0.828,idle
2025-12-10T17:23:55.532631,0.003,-0.979,-0.065,1.699,-1.517,1.038,idle
2025-12-10T17:23:55.562844,0.003,-0.979,-0.065,1.699,-1.517,1.038,idle
2025-12-10T17:23:55.594422,0.003,-0.979,-0.065,1.699,-1.517,1.038,idle
2025-12-10T17:23:55.626449,0.003,-0.979,-0.065,1.699,-1.517,1.038,idle
2025-12-10T17:23:55.658095,0.003,-0.979,-0.065,1.699,-1.517,1.038,idle
