timestamp,AX,AY,AZ,GX,GY,GZ,ASVM,GSVM,MCU_TIME,FALL_EVENT,label
2026-02-19T15:56:45.895009,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:45.916405,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:45.947919,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:45.977315,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.009662,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.043272,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.076103,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.101587,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.103652,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.132211,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.158150,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.184315,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.209817,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.235667,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.253507,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.279970,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.312231,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.342366,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.373176,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.401521,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.431993,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.457679,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.483907,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.514485,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.543133,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.567602,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.584732,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.606715,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.634767,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.663980,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.687893,0,0,0,0,0,0,0,0,0,0,walk
2026-02-19T15:56:46.704487,0,0,0,0,0,0,0,0,0,0,walk
